anchor_prediction,challenger_prediction,root_id,status,trigger_count,wins,regressions,triggered_cases,net_gain
Acute dystonic reactions,Ebola,E_78,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Ebola,E_82,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Ebola,E_84,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Ebola,E_9,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_0,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_124,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_129,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_142,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_148,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_15,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_151,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_155,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_175,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_181,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_194,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_201,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_212,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_214,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_218,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_220,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_24,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_45,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_65,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_66,present,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_70,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_78,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_82,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_84,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Possible NSTEMI / STEMI,E_9,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Sarcoidosis,E_142,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Sarcoidosis,E_175,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Sarcoidosis,E_212,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Sarcoidosis,E_214,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Sarcoidosis,E_218,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Sarcoidosis,E_220,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Sarcoidosis,E_45,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Sarcoidosis,E_78,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,Sarcoidosis,E_82,absent,1,0,1,['nb37_98::test:95053'],-1
Acute dystonic reactions,URTI,E_168,present,1,0,1,['nb38_196::test:32430'],-1
Acute dystonic reactions,Viral pharyngitis,E_168,present,1,0,1,['nb38_196::test:32430'],-1
Acute laryngitis,Bronchiolitis,E_212,present,1,0,1,['nb37_98::test:15080'],-1
Acute laryngitis,Bronchiolitis,E_65,absent,1,0,1,['nb37_98::test:15080'],-1
Acute laryngitis,Bronchitis,E_162,absent,1,0,1,['nb38_196::test:124793'],-1
Acute laryngitis,Bronchitis,E_181,absent,1,0,1,['nb38_196::test:124793'],-1
Acute laryngitis,Bronchitis,E_21,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,Bronchitis,E_220,absent,1,0,1,['nb38_196::test:124793'],-1
Acute laryngitis,Bronchitis,E_3,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,Bronchitis,E_45,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,Bronchospasm / acute asthma exacerbation,E_116,present,1,0,1,['nb38_196::test:80690'],-1
Acute laryngitis,Bronchospasm / acute asthma exacerbation,E_212,present,1,0,1,['nb38_196::test:80690'],-1
Acute laryngitis,Epiglottitis,E_116,present,1,0,1,['nb38_196::test:80690'],-1
Acute laryngitis,Epiglottitis,E_162,absent,1,0,1,['nb38_196::test:124793'],-1
Acute laryngitis,Epiglottitis,E_181,absent,1,0,1,['nb38_196::test:124793'],-1
Acute laryngitis,Epiglottitis,E_21,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,Epiglottitis,E_220,absent,1,0,1,['nb38_196::test:124793'],-1
Acute laryngitis,Epiglottitis,E_3,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,Epiglottitis,E_45,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,Epiglottitis,E_65,absent,1,0,1,['nb37_98::test:15080'],-1
Acute laryngitis,URTI,E_120,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,URTI,E_129,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,URTI,E_151,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,URTI,E_21,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,URTI,E_3,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,URTI,E_45,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,URTI,E_53,present,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,URTI,E_65,absent,1,0,1,['nb37_98::test:15080'],-1
Acute laryngitis,URTI,E_71,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,URTI,E_78,absent,1,0,1,['nb38_196::test:127254'],-1
Acute laryngitis,URTI,E_79,present,1,0,1,['nb38_196::test:127254'],-1
Acute otitis media,Acute laryngitis,E_114,present,1,0,1,['nb38_196::test:3964'],-1
Acute otitis media,Acute laryngitis,E_220,absent,1,0,1,['nb38_196::test:3964'],-1
Acute otitis media,Acute laryngitis,E_53,present,1,0,1,['nb38_196::test:3964'],-1
Acute otitis media,Allergic sinusitis,E_0,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_114,present,1,0,1,['nb38_196::test:68148'],-1
Acute otitis media,Allergic sinusitis,E_120,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_124,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_129,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_142,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_151,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_166,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_169,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_170,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_194,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_201,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_203,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_209,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_211,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_214,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_25,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_4,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_41,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_49,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_62,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_66,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_76,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_79,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_84,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_91,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Allergic sinusitis,E_97,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Bronchiolitis,E_114,present,1,0,1,['nb38_196::test:68148'],-1
Acute otitis media,Bronchitis,E_114,present,1,0,1,['nb38_196::test:84852'],-1
Acute otitis media,Bronchitis,E_53,present,1,0,1,['nb38_196::test:84852'],-1
Acute otitis media,Chagas,E_114,present,1,0,1,['nb38_196::test:84852'],-1
Acute otitis media,Chagas,E_53,present,1,0,1,['nb38_196::test:84852'],-1
Acute otitis media,Cluster headache,E_0,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_120,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_124,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_129,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_142,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_151,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_166,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_169,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_170,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_181,present,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_194,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_201,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_203,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_209,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_211,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_214,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_25,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_4,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_41,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_49,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_62,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_66,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_76,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_79,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_84,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_91,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Cluster headache,E_97,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Spontaneous rib fracture,E_114,present,1,0,1,['nb38_196::test:84852'],-1
Acute otitis media,Spontaneous rib fracture,E_53,present,1,0,1,['nb38_196::test:84852'],-1
Acute otitis media,URTI,E_181,present,1,0,1,['nb38_196::test:68148'],-1
Acute otitis media,URTI,E_220,absent,1,0,1,['nb38_196::test:3964'],-1
Acute otitis media,URTI,E_53,present,1,0,1,['nb38_196::test:3964'],-1
Acute otitis media,Viral pharyngitis,E_114,present,1,0,1,['nb38_196::test:3964'],-1
Acute otitis media,Viral pharyngitis,E_166,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Viral pharyngitis,E_170,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Viral pharyngitis,E_175,absent,1,0,1,['nb38_196::test:3964'],-1
Acute otitis media,Viral pharyngitis,E_201,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Viral pharyngitis,E_211,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Viral pharyngitis,E_4,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Viral pharyngitis,E_49,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Viral pharyngitis,E_53,present,1,0,1,['nb38_196::test:3964'],-1
Acute otitis media,Viral pharyngitis,E_62,absent,1,0,1,['nb38_196::test:55869'],-1
Acute otitis media,Viral pharyngitis,E_76,absent,1,0,1,['nb38_196::test:55869'],-1
Acute pulmonary edema,Anaphylaxis,E_217,present,1,0,1,['nb38_196::test:100704'],-1
Acute pulmonary edema,Ebola,E_106,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Ebola,E_124,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Ebola,E_151,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Ebola,E_181,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Ebola,E_217,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Ebola,E_5,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Ebola,E_66,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Ebola,E_79,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,GERD,E_151,present,1,0,1,['nb38_196::test:100704'],-1
Acute pulmonary edema,GERD,E_217,present,1,0,1,['nb38_196::test:100704'],-1
Acute pulmonary edema,Localized edema,E_124,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Localized edema,E_129,absent,1,0,1,['nb38_196::test:81766'],-1
Acute pulmonary edema,Localized edema,E_137,absent,1,0,1,['nb38_196::test:81766'],-1
Acute pulmonary edema,Localized edema,E_181,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Localized edema,E_217,absent,1,0,1,['nb38_196::test:81766'],-1
Acute pulmonary edema,Localized edema,E_66,absent,1,0,1,['nb38_196::test:81766'],-1
Acute pulmonary edema,Localized edema,E_66,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Localized edema,E_79,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Myocarditis,E_106,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Myocarditis,E_124,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Myocarditis,E_151,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Myocarditis,E_181,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Myocarditis,E_217,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Myocarditis,E_5,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Myocarditis,E_66,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Myocarditis,E_79,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Pericarditis,E_106,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Pericarditis,E_124,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Pericarditis,E_181,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Pericarditis,E_5,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Pericarditis,E_66,present,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Pericarditis,E_79,absent,1,0,1,['nb38_196::test:27475'],-1
Acute pulmonary edema,Possible NSTEMI / STEMI,E_104,present,1,0,1,['nb37_98::test:18505'],-1
Acute pulmonary edema,Possible NSTEMI / STEMI,E_129,absent,1,0,1,['nb37_98::test:18505'],-1
Acute pulmonary edema,Possible NSTEMI / STEMI,E_151,present,1,0,1,['nb37_98::test:18505'],-1
Acute pulmonary edema,Possible NSTEMI / STEMI,E_50,present,1,0,1,['nb37_98::test:18505'],-1
Acute pulmonary edema,Pulmonary embolism,E_106,present,1,0,1,['nb38_196::test:81766'],-1
Acute pulmonary edema,Pulmonary embolism,E_129,absent,1,0,1,['nb38_196::test:81766'],-1
Acute pulmonary edema,Pulmonary embolism,E_137,absent,1,0,1,['nb38_196::test:81766'],-1
Acute pulmonary edema,Pulmonary embolism,E_151,present,1,0,1,['nb38_196::test:81766'],-1
Acute pulmonary edema,Pulmonary embolism,E_217,absent,1,0,1,['nb38_196::test:81766'],-1
Acute pulmonary edema,Pulmonary embolism,E_5,present,1,0,1,['nb38_196::test:81766'],-1
Acute pulmonary edema,Pulmonary embolism,E_66,absent,1,0,1,['nb38_196::test:81766'],-1
Acute pulmonary edema,Unstable angina,E_104,present,1,0,1,['nb37_98::test:18505'],-1
Acute pulmonary edema,Unstable angina,E_129,absent,1,0,1,['nb37_98::test:18505'],-1
Acute pulmonary edema,Unstable angina,E_151,present,1,0,1,['nb37_98::test:18505'],-1
Acute pulmonary edema,Unstable angina,E_50,present,1,0,1,['nb37_98::test:18505'],-1
Acute rhinosinusitis,Bronchiolitis,E_182,present,1,0,1,['nb37_98::test:21201'],-1
Acute rhinosinusitis,Bronchiolitis,E_209,present,1,0,1,['nb37_98::test:21201'],-1
Acute rhinosinusitis,Chronic rhinosinusitis,E_182,present,1,0,1,['nb37_98::test:21201'],-1
Acute rhinosinusitis,Chronic rhinosinusitis,E_209,present,1,0,1,['nb37_98::test:21201'],-1
Acute rhinosinusitis,Whooping cough,E_182,present,1,0,1,['nb37_98::test:21201'],-1
Acute rhinosinusitis,Whooping cough,E_209,present,1,0,1,['nb37_98::test:21201'],-1
Allergic sinusitis,Bronchiolitis,E_142,absent,1,0,1,['nb37_98::test:30946'],-1
Allergic sinusitis,Bronchiolitis,E_170,present,1,0,1,['nb38_196::test:29699'],-1
Allergic sinusitis,Bronchiolitis,E_181,present,1,0,1,['nb37_98::test:30946'],-1
Allergic sinusitis,Chronic rhinosinusitis,E_120,absent,1,0,1,['nb37_98::test:125929'],-1
Allergic sinusitis,Chronic rhinosinusitis,E_169,absent,1,0,1,['nb38_196::test:50574'],-1
Allergic sinusitis,Chronic rhinosinusitis,E_169,present,1,0,1,['nb37_98::test:125929'],-1
Allergic sinusitis,Chronic rhinosinusitis,E_170,present,1,0,1,['nb38_196::test:50574'],-1
Allergic sinusitis,Chronic rhinosinusitis,E_181,present,1,0,1,['nb37_98::test:125929'],-1
Allergic sinusitis,Ebola,E_169,present,1,0,1,['nb38_196::test:29699'],-1
Allergic sinusitis,Ebola,E_170,present,1,0,1,['nb38_196::test:29699'],-1
Allergic sinusitis,GERD,E_124,present,1,0,1,['nb38_196::test:50574'],-1
Allergic sinusitis,GERD,E_169,absent,1,0,1,['nb38_196::test:50574'],-1
Allergic sinusitis,GERD,E_170,present,1,0,1,['nb38_196::test:50574'],-1
Allergic sinusitis,GERD,E_201,present,1,0,1,['nb38_196::test:50574'],-1
Allergic sinusitis,GERD,E_209,absent,1,0,1,['nb38_196::test:50574'],-1
Allergic sinusitis,GERD,E_214,absent,1,0,1,['nb38_196::test:50574'],-1
Allergic sinusitis,GERD,E_45,absent,1,0,1,['nb38_196::test:50574'],-1
Allergic sinusitis,Pneumonia,E_120,absent,1,0,1,['nb37_98::test:125929'],-1
Allergic sinusitis,Pneumonia,E_124,present,1,0,1,['nb37_98::test:125929'],-1
Allergic sinusitis,Pneumonia,E_169,present,1,0,1,['nb37_98::test:125929'],-1
Allergic sinusitis,Pneumonia,E_181,present,1,0,1,['nb37_98::test:125929'],-1
Allergic sinusitis,Pneumonia,E_201,present,1,0,1,['nb37_98::test:125929'],-1
Allergic sinusitis,Pneumonia,E_209,absent,1,0,1,['nb37_98::test:125929'],-1
Allergic sinusitis,Pneumonia,E_214,absent,1,0,1,['nb37_98::test:125929'],-1
Allergic sinusitis,Pneumonia,E_45,absent,1,0,1,['nb37_98::test:125929'],-1
Allergic sinusitis,URTI,E_142,absent,1,0,1,['nb37_98::test:30946'],-1
Allergic sinusitis,URTI,E_66,absent,1,0,1,['nb38_196::test:27272'],-1
Allergic sinusitis,Viral pharyngitis,E_142,absent,1,0,1,['nb37_98::test:30946'],-1
Allergic sinusitis,Viral pharyngitis,E_66,absent,1,0,1,['nb38_196::test:27272'],-1
Anemia,Bronchiolitis,E_145,present,1,0,1,['nb37_98::test:111295'],-1
Anemia,Bronchiolitis,E_201,absent,1,0,1,['nb37_98::test:111295'],-1
Anemia,Chagas,E_24,present,1,0,1,['nb38_196::test:79005'],-1
Anemia,Epiglottitis,E_24,present,1,0,1,['nb38_196::test:79005'],-1
Anemia,HIV (initial infection),E_129,absent,1,0,1,['nb38_196::test:8943'],-1
Anemia,HIV (initial infection),E_145,present,1,0,1,['nb37_98::test:111295'],-1
Anemia,HIV (initial infection),E_88,present,1,0,1,['nb38_196::test:8943'],-1
Anemia,Influenza,E_129,absent,1,0,1,['nb38_196::test:8943'],-1
Anemia,Influenza,E_201,absent,1,0,1,['nb38_196::test:8943'],-1
Anemia,Influenza,E_88,present,1,0,1,['nb38_196::test:8943'],-1
Anemia,Localized edema,E_129,absent,1,0,1,['nb38_196::test:8943'],-1
Anemia,Localized edema,E_145,present,1,0,1,['nb37_98::test:111295'],-1
Anemia,Localized edema,E_88,present,1,0,1,['nb38_196::test:8943'],-1
Anemia,Panic attack,E_151,absent,1,0,1,['nb37_98::test:44839'],-1
Anemia,Panic attack,E_155,absent,1,0,1,['nb37_98::test:44839'],-1
Anemia,Panic attack,E_24,present,1,0,1,['nb37_98::test:44839'],-1
Anemia,Panic attack,E_82,present,1,0,1,['nb37_98::test:44839'],-1
Anemia,Scombroid food poisoning,E_151,absent,1,0,1,['nb37_98::test:44839'],-1
Anemia,Scombroid food poisoning,E_155,absent,1,0,1,['nb37_98::test:44839'],-1
Anemia,Scombroid food poisoning,E_24,present,1,0,1,['nb37_98::test:44839'],-1
Anemia,Scombroid food poisoning,E_82,present,1,0,1,['nb37_98::test:44839'],-1
Atrial fibrillation,Anemia,E_155,present,1,0,1,['nb37_98::test:131403'],-1
Atrial fibrillation,Anemia,E_164,present,1,0,1,['nb37_98::test:131403'],-1
Atrial fibrillation,Anemia,E_62,absent,1,0,1,['nb37_98::test:131403'],-1
Atrial fibrillation,Anemia,E_76,present,1,0,1,['nb37_98::test:131403'],-1
Atrial fibrillation,Bronchiolitis,E_22,present,1,0,1,['nb38_196::test:126708'],-1
Atrial fibrillation,Ebola,E_164,present,1,0,1,['nb38_196::test:125873'],-1
Atrial fibrillation,Localized edema,E_164,present,1,0,1,['nb38_196::test:126708'],-1
Atrial fibrillation,Localized edema,E_22,present,1,0,1,['nb38_196::test:126708'],-1
Atrial fibrillation,Myocarditis,E_0,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Myocarditis,E_151,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Myocarditis,E_155,present,1,0,1,['nb37_98::test:131403'],-1
Atrial fibrillation,Myocarditis,E_21,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Myocarditis,E_218,present,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Myocarditis,E_225,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Myocarditis,E_62,absent,1,0,1,['nb37_98::test:131403'],-1
Atrial fibrillation,Myocarditis,E_76,present,1,0,1,['nb37_98::test:131403'],-1
Atrial fibrillation,PSVT,E_155,present,1,0,1,['nb37_98::test:131403'],-1
Atrial fibrillation,PSVT,E_164,present,1,0,1,['nb37_98::test:131403'],-1
Atrial fibrillation,PSVT,E_62,absent,1,0,1,['nb37_98::test:131403'],-1
Atrial fibrillation,PSVT,E_76,present,1,0,1,['nb37_98::test:131403'],-1
Atrial fibrillation,Stable angina,E_0,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Stable angina,E_151,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Stable angina,E_164,present,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Stable angina,E_21,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Stable angina,E_218,present,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Stable angina,E_225,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,URTI,E_164,present,1,0,1,['nb38_196::test:125873'],-1
Atrial fibrillation,Unstable angina,E_0,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Unstable angina,E_151,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Unstable angina,E_164,present,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Unstable angina,E_21,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Unstable angina,E_218,present,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Unstable angina,E_225,absent,1,0,1,['nb38_196::test:52726'],-1
Atrial fibrillation,Viral pharyngitis,E_164,present,1,0,1,['nb38_196::test:125873'],-1
Boerhaave,Acute dystonic reactions,E_0,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_124,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_129,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_142,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_148,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_151,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_194,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_196,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_201,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_208,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_211,present,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_218,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_22,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_220,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_25,absent,1,0,1,['nb37_98::test:121061'],-1
Boerhaave,Acute dystonic reactions,E_62,absent,1,0,1,['nb37_98::test:121061'],-1
