disease_a,disease_b,root_evidence_id,pair_root_rank,pair_root_utility
Anaphylaxis,HIV (initial infection),E_226,6,0.02415833386702203
Anaphylaxis,HIV (initial infection),E_82,7,0.022167093798207606
Anaphylaxis,HIV (initial infection),E_144,8,0.022096406421949367
Anaphylaxis,HIV (initial infection),E_88,9,0.019810094324270514
Anaphylaxis,HIV (initial infection),E_97,10,0.019539867587379318
Anaphylaxis,HIV (initial infection),E_214,11,0.019054471535517384
Anaphylaxis,HIV (initial infection),E_9,12,0.018233415520414666
Bronchiectasis,Pulmonary neoplasm,E_54,1,0.2567256213498211
Bronchiectasis,Pulmonary neoplasm,E_55,2,0.21768580360585266
Bronchiectasis,Pulmonary neoplasm,E_57,3,0.14885857601859168
Bronchiectasis,Pulmonary neoplasm,E_59,4,0.09801116897585371
Bronchiectasis,Pulmonary neoplasm,E_56,5,0.09216760014624677
Bronchiectasis,Pulmonary neoplasm,E_58,6,0.09033625608572225
Bronchiectasis,Pulmonary neoplasm,E_53,7,0.08534606834029168
Bronchiectasis,Pulmonary neoplasm,E_79,8,0.06727766534140371
Bronchiectasis,Pulmonary neoplasm,E_77,9,0.0386178893431356
Bronchiectasis,Pulmonary neoplasm,E_124,10,0.02757746236077323
Bronchiectasis,Pulmonary neoplasm,E_222,11,0.026068502025131605
Bronchiectasis,Pulmonary neoplasm,E_162,12,0.02272798855153991
Allergic sinusitis,URTI,E_54,1,0.25831966407979584
Allergic sinusitis,URTI,E_55,2,0.23894755687418237
Allergic sinusitis,URTI,E_57,3,0.15075328572138325
Allergic sinusitis,URTI,E_53,4,0.12338566688037557
Allergic sinusitis,URTI,E_59,5,0.09816389366490427
Allergic sinusitis,URTI,E_56,6,0.09231121916660902
Allergic sinusitis,URTI,E_58,7,0.09047702143690464
Allergic sinusitis,URTI,E_124,8,0.04050007610344204
Allergic sinusitis,URTI,E_91,9,0.03694193228635074
Allergic sinusitis,URTI,E_97,10,0.0314103830676019
Allergic sinusitis,URTI,E_79,11,0.030504401035982807
Allergic sinusitis,URTI,E_48,12,0.028287937340640504
HIV (initial infection),Viral pharyngitis,E_129,1,0.10199088962440984
HIV (initial infection),Viral pharyngitis,E_133,2,0.08970109602407825
HIV (initial infection),Viral pharyngitis,E_130,3,0.0816578333036044
HIV (initial infection),Viral pharyngitis,E_136,4,0.07465947363917974
HIV (initial infection),Viral pharyngitis,E_135,5,0.06562864000102055
HIV (initial infection),Viral pharyngitis,E_131,6,0.06392073959186727
HIV (initial infection),Viral pharyngitis,E_134,7,0.06322553783707725
HIV (initial infection),Viral pharyngitis,E_132,8,0.06216855805844659
HIV (initial infection),Viral pharyngitis,E_181,9,0.036746995549265735
HIV (initial infection),Viral pharyngitis,E_201,10,0.03589148082568019
HIV (initial infection),Viral pharyngitis,E_41,11,0.034577847084023894
HIV (initial infection),Viral pharyngitis,E_79,12,0.032376680562970675
Tuberculosis,Viral pharyngitis,E_54,1,0.2564100146780185
Tuberculosis,Viral pharyngitis,E_55,2,0.20770280739878041
Tuberculosis,Viral pharyngitis,E_57,3,0.14813513155788613
Tuberculosis,Viral pharyngitis,E_53,4,0.125639197278308
Tuberculosis,Viral pharyngitis,E_59,5,0.09814961910547028
Tuberculosis,Viral pharyngitis,E_56,6,0.09229779567722589
Tuberculosis,Viral pharyngitis,E_58,7,0.09046386466844637
Tuberculosis,Viral pharyngitis,E_181,8,0.03673300600277019
Tuberculosis,Viral pharyngitis,E_41,9,0.03456724893478465
Tuberculosis,Viral pharyngitis,E_79,10,0.03236215211485512
Tuberculosis,Viral pharyngitis,E_66,11,0.02818456184055545
Tuberculosis,Viral pharyngitis,E_49,12,0.02790882320259372
Epiglottitis,PSVT,E_155,1,0.05001167806981304
Epiglottitis,PSVT,E_91,2,0.03561015790761876
Epiglottitis,PSVT,E_53,3,0.02515958948153189
Epiglottitis,PSVT,E_82,4,0.025038854007482788
Epiglottitis,PSVT,E_78,5,0.022597964395857758
Epiglottitis,PSVT,E_69,6,0.02141479003496271
Epiglottitis,PSVT,E_194,7,0.02082933261154292
Epiglottitis,PSVT,E_76,8,0.020205254955787337
Epiglottitis,PSVT,E_104,9,0.020138510980253557
Epiglottitis,PSVT,E_212,10,0.017326348768200835
Epiglottitis,PSVT,E_65,11,0.013003045194142259
Epiglottitis,PSVT,E_16,12,0.011983827944549346
Bronchiolitis,Pneumonia,E_54,1,0.11909762926335421
Bronchiolitis,Pneumonia,E_53,2,0.11620640355699853
Bronchiolitis,Pneumonia,E_129,3,0.09721476641707957
Bronchiolitis,Pneumonia,E_59,4,0.09616425271769886
Bronchiolitis,Pneumonia,E_56,5,0.09043079972886621
Bronchiolitis,Pneumonia,E_58,6,0.08863396539978353
Bronchiolitis,Pneumonia,E_130,7,0.08090353623524592
Bronchiolitis,Pneumonia,E_136,8,0.07317027782763096
Bronchiolitis,Pneumonia,E_135,9,0.06537998938749605
Bronchiolitis,Pneumonia,E_131,10,0.06367855978871714
Bronchiolitis,Pneumonia,E_134,11,0.062188373399369605
Bronchiolitis,Pneumonia,E_132,12,0.0612594782011117
Guillain-Barré syndrome,Myasthenia gravis,E_0,1,0.016006222479081105
Guillain-Barré syndrome,Myasthenia gravis,E_157,2,0.015083011724190742
Guillain-Barré syndrome,Myasthenia gravis,E_65,3,0.013983847497438286
Guillain-Barré syndrome,Myasthenia gravis,E_172,4,0.013546572783039725
Guillain-Barré syndrome,Myasthenia gravis,E_177,5,0.008282706870826028
Guillain-Barré syndrome,Myasthenia gravis,E_52,6,0.008242991141560161
Guillain-Barré syndrome,Myasthenia gravis,E_63,7,0.008190564137179952
Guillain-Barré syndrome,Myasthenia gravis,E_83,8,0.006988864475620529
Guillain-Barré syndrome,Myasthenia gravis,E_38,9,0.005962618965864003
Guillain-Barré syndrome,Myasthenia gravis,E_93,10,0.0056992182755207675
Guillain-Barré syndrome,Myasthenia gravis,E_28,11,0.00569867287478262
Guillain-Barré syndrome,Myasthenia gravis,E_156,12,0.00473464732734158
Pulmonary neoplasm,Viral pharyngitis,E_66,1,0.04741401645411581
Pulmonary neoplasm,Viral pharyngitis,E_181,2,0.03672921055016784
Pulmonary neoplasm,Viral pharyngitis,E_41,3,0.03456437095042132
Pulmonary neoplasm,Viral pharyngitis,E_49,4,0.0279061075262817
Pulmonary neoplasm,Viral pharyngitis,E_222,5,0.02608017423493173
Pulmonary neoplasm,Viral pharyngitis,E_48,6,0.024086652357856803
Pulmonary neoplasm,Viral pharyngitis,E_91,7,0.02290975160236761
Pulmonary neoplasm,Viral pharyngitis,E_162,8,0.022737918667403326
Pulmonary neoplasm,Viral pharyngitis,E_89,9,0.019036010218137896
Pulmonary neoplasm,Viral pharyngitis,E_227,10,0.01601132728257595
Pulmonary neoplasm,Viral pharyngitis,E_161,11,0.015267508131973907
Pulmonary neoplasm,Viral pharyngitis,E_191,12,0.013558273427739577
Anemia,Pneumonia,E_129,1,0.09903359804674661
Anemia,Pneumonia,E_133,2,0.08841337002913384
Anemia,Pneumonia,E_130,3,0.08164727648332634
Anemia,Pneumonia,E_136,4,0.07464906234908693
Anemia,Pneumonia,E_135,5,0.06562048917990537
Anemia,Pneumonia,E_131,6,0.06391280088532154
Anemia,Pneumonia,E_134,7,0.06321693532180228
Anemia,Pneumonia,E_132,8,0.06216020472280395
Anemia,Pneumonia,E_201,9,0.058620344825969985
Anemia,Pneumonia,E_77,10,0.038748235181670906
Anemia,Pneumonia,E_91,11,0.03672684795781585
Anemia,Pneumonia,E_79,12,0.03560492343230727
Spontaneous pneumothorax,Stable angina,E_220,1,0.03438129735044905
Spontaneous pneumothorax,Stable angina,E_105,2,0.03380745330116472
Spontaneous pneumothorax,Stable angina,E_69,3,0.03015379342230013
Spontaneous pneumothorax,Stable angina,E_70,4,0.02974529036560609
Spontaneous pneumothorax,Stable angina,E_78,5,0.024342278886056737
Spontaneous pneumothorax,Stable angina,E_104,6,0.023942604364006567
Spontaneous pneumothorax,Stable angina,E_123,7,0.01924816808455126
Spontaneous pneumothorax,Stable angina,E_225,8,0.019138341896284383
Spontaneous pneumothorax,Stable angina,E_71,9,0.017038953944929765
Spontaneous pneumothorax,Stable angina,E_89,10,0.01640428528442444
Spontaneous pneumothorax,Stable angina,E_143,11,0.010023638117196459
Spontaneous pneumothorax,Stable angina,E_21,12,0.007289047722726067
Pulmonary embolism,Spontaneous pneumothorax,E_151,1,0.05533760915750851
Pulmonary embolism,Spontaneous pneumothorax,E_152,2,0.05517181489301226
Pulmonary embolism,Spontaneous pneumothorax,E_79,3,0.049372766813255226
Pulmonary embolism,Spontaneous pneumothorax,E_196,4,0.029412328786213457
Pulmonary embolism,Spontaneous pneumothorax,E_45,5,0.02266851981169148
Pulmonary embolism,Spontaneous pneumothorax,E_123,6,0.019255463483892222
Pulmonary embolism,Spontaneous pneumothorax,E_218,7,0.017024950193472867
Pulmonary embolism,Spontaneous pneumothorax,E_159,8,0.01284420326766384
Pulmonary embolism,Spontaneous pneumothorax,E_109,9,0.012194808762735031
Pulmonary embolism,Spontaneous pneumothorax,E_34,10,0.00846543119159744
Pulmonary embolism,Spontaneous pneumothorax,E_21,11,0.007290741832559606
Pulmonary embolism,Spontaneous pneumothorax,E_14,12,0.00680569780327535
Acute COPD exacerbation / infection,Bronchiolitis,E_55,1,0.1653471134876703
Acute COPD exacerbation / infection,Bronchiolitis,E_181,2,0.07552331035690904
Acute COPD exacerbation / infection,Bronchiolitis,E_91,3,0.07155496379503118
Acute COPD exacerbation / infection,Bronchiolitis,E_133,4,0.052771069438645415
Acute COPD exacerbation / infection,Bronchiolitis,E_79,5,0.04991677555658921
Acute COPD exacerbation / infection,Bronchiolitis,E_57,6,0.047296819141314776
Acute COPD exacerbation / infection,Bronchiolitis,E_54,7,0.03689337814001453
Acute COPD exacerbation / infection,Bronchiolitis,E_123,8,0.031123994336984154
Acute COPD exacerbation / infection,Bronchiolitis,E_77,9,0.02867934771254381
Acute COPD exacerbation / infection,Bronchiolitis,E_125,10,0.024261431923875146
Acute COPD exacerbation / infection,Bronchiolitis,E_48,11,0.020013976165734998
Acute COPD exacerbation / infection,Bronchiolitis,E_31,12,0.010962918903444245
Acute pulmonary edema,Atrial fibrillation,E_54,1,0.2572918989508525
Acute pulmonary edema,Atrial fibrillation,E_55,2,0.2252025496897987
Acute pulmonary edema,Atrial fibrillation,E_57,3,0.14954777044180384
Acute pulmonary edema,Atrial fibrillation,E_53,4,0.12561762810036917
Acute pulmonary edema,Atrial fibrillation,E_59,5,0.09805668171874457
Acute pulmonary edema,Atrial fibrillation,E_56,6,0.09221039935303264
Acute pulmonary edema,Atrial fibrillation,E_58,7,0.09037820488441442
Acute pulmonary edema,Atrial fibrillation,E_151,8,0.07486924221531371
Acute pulmonary edema,Atrial fibrillation,E_152,9,0.05591248310190802
Acute pulmonary edema,Atrial fibrillation,E_106,10,0.034092760362750885
Acute pulmonary edema,Atrial fibrillation,E_155,11,0.027614412447093974
Acute pulmonary edema,Atrial fibrillation,E_70,12,0.023827211091043705
Acute pulmonary edema,URTI,E_151,1,0.07488733098914702
Acute pulmonary edema,URTI,E_152,2,0.056404985923034015
Acute pulmonary edema,URTI,E_181,3,0.047594582688236124
Acute pulmonary edema,URTI,E_66,4,0.04461985797550166
Acute pulmonary edema,URTI,E_201,5,0.04300547121495075
Acute pulmonary edema,URTI,E_91,6,0.03693461593156898
Acute pulmonary edema,URTI,E_106,7,0.03410315979196417
Acute pulmonary edema,URTI,E_105,8,0.03369004849568276
Acute pulmonary edema,URTI,E_97,9,0.031405041153384466
Acute pulmonary edema,URTI,E_79,10,0.03049668109415224
Acute pulmonary edema,URTI,E_48,11,0.028282483905448793
Acute pulmonary edema,URTI,E_104,12,0.027949755655152755
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_77,1,0.03862516620718324
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_214,2,0.03403482073377101
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_226,3,0.027874952870357683
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_116,4,0.023659500948513736
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_123,5,0.022395474119446722
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_227,6,0.020897733401022123
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_45,7,0.020702730902811804
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_222,8,0.018452463034492866
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_118,9,0.0180163277858864
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_124,10,0.013195340937594462
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_87,11,0.010150420663397372
Bronchiectasis,Bronchospasm / acute asthma exacerbation,E_18,12,0.009988906893345851
Pneumonia,Tuberculosis,E_54,1,0.2562462325352093
Pneumonia,Tuberculosis,E_55,2,0.20760947795941787
Pneumonia,Tuberculosis,E_57,3,0.14804267309096975
Pneumonia,Tuberculosis,E_53,4,0.11840302919342809
Pneumonia,Tuberculosis,E_129,5,0.0990023755457966
Pneumonia,Tuberculosis,E_59,6,0.09808589276049254
Pneumonia,Tuberculosis,E_56,7,0.09223786878987149
Pneumonia,Tuberculosis,E_58,8,0.09040512851133826
Pneumonia,Tuberculosis,E_130,9,0.081639006826772
Pneumonia,Tuberculosis,E_133,10,0.07565410088499902
Pneumonia,Tuberculosis,E_136,11,0.07463243171373957
Pneumonia,Tuberculosis,E_135,12,0.06561783037043815
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_54,1,0.2569606263241157
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_55,2,0.22143848049443188
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_57,3,0.14918071809421715
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_59,4,0.09801267965439626
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_56,5,0.0921690207559315
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_58,6,0.09033764846829567
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_53,7,0.08534857631904408
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_79,8,0.06727932247397327
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_124,9,0.06563579509854339
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_45,10,0.03720741242221442
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_214,11,0.03402954305588094
Bronchospasm / acute asthma exacerbation,Pulmonary neoplasm,E_226,12,0.027869417192274662
Acute dystonic reactions,Sarcoidosis,E_54,1,0.258068677475874
Acute dystonic reactions,Sarcoidosis,E_55,2,0.23832613597018226
Acute dystonic reactions,Sarcoidosis,E_57,3,0.15059026864267067
Acute dystonic reactions,Sarcoidosis,E_53,4,0.1256309101797963
Acute dystonic reactions,Sarcoidosis,E_59,5,0.09807612302427873
Acute dystonic reactions,Sarcoidosis,E_56,6,0.09222868153957851
Acute dystonic reactions,Sarcoidosis,E_58,7,0.09039612380910154
Acute dystonic reactions,Sarcoidosis,E_133,8,0.08216636130524638
Acute dystonic reactions,Sarcoidosis,E_130,9,0.08162539695568459
Acute dystonic reactions,Sarcoidosis,E_136,10,0.074624998033418
Acute dystonic reactions,Sarcoidosis,E_135,11,0.06560468931677478
Acute dystonic reactions,Sarcoidosis,E_131,12,0.06389741219317827
GERD,Pulmonary neoplasm,E_66,1,0.04740188870920107
GERD,Pulmonary neoplasm,E_45,2,0.03721186932103278
GERD,Pulmonary neoplasm,E_124,3,0.033272559342739386
GERD,Pulmonary neoplasm,E_222,4,0.026072992273966745
GERD,Pulmonary neoplasm,E_78,5,0.02311718300002768
GERD,Pulmonary neoplasm,E_162,6,0.022731808978216098
GERD,Pulmonary neoplasm,E_70,7,0.022598605676891023
GERD,Pulmonary neoplasm,E_89,8,0.01902855143312473
GERD,Pulmonary neoplasm,E_217,9,0.017196472317390497
GERD,Pulmonary neoplasm,E_161,10,0.01526158281226606
GERD,Pulmonary neoplasm,E_191,11,0.01355465863727947
GERD,Pulmonary neoplasm,E_173,12,0.010704657816014736
Localized edema,Unstable angina,E_151,1,0.07523688136264052
Localized edema,Unstable angina,E_152,2,0.05594400952344937
Localized edema,Unstable angina,E_79,3,0.04115438376776099
Localized edema,Unstable angina,E_105,4,0.03362150891469214
Localized edema,Unstable angina,E_66,5,0.03155014310110877
Localized edema,Unstable angina,E_69,6,0.03028560052231912
Localized edema,Unstable angina,E_70,7,0.029740106524742134
Localized edema,Unstable angina,E_78,8,0.02435424745997612
Localized edema,Unstable angina,E_106,9,0.02425589322492206
Localized edema,Unstable angina,E_104,10,0.024023632955501313
Localized edema,Unstable angina,E_218,11,0.023734105871458067
Localized edema,Unstable angina,E_50,12,0.020130936469755632
Anaphylaxis,Chagas,E_129,1,0.10192344575885792
Anaphylaxis,Chagas,E_130,2,0.08163600528031137
Anaphylaxis,Chagas,E_136,3,0.0746196026378014
Anaphylaxis,Chagas,E_151,4,0.07306777970666789
Anaphylaxis,Chagas,E_135,5,0.0656198536398687
Anaphylaxis,Chagas,E_133,6,0.0652832666182812
Anaphylaxis,Chagas,E_131,7,0.06391218188439172
Anaphylaxis,Chagas,E_134,8,0.06319739305825997
Anaphylaxis,Chagas,E_132,9,0.06214364731286578
Anaphylaxis,Chagas,E_91,10,0.03007670081841782
Anaphylaxis,Chagas,E_226,11,0.024133515541528715
Anaphylaxis,Chagas,E_82,12,0.022142630155318147
Pneumonia,Stable angina,E_129,1,0.09900431546101507
Pneumonia,Stable angina,E_130,2,0.08163954393790764
Pneumonia,Stable angina,E_133,3,0.0763661219178651
Pneumonia,Stable angina,E_136,4,0.07463351173724089
Pneumonia,Stable angina,E_135,5,0.06561800306953433
Pneumonia,Stable angina,E_131,6,0.06391037947275499
Pneumonia,Stable angina,E_134,7,0.06320615992771687
Pneumonia,Stable angina,E_132,8,0.0621507864118082
Pneumonia,Stable angina,E_201,9,0.05859520276573761
Pneumonia,Stable angina,E_77,10,0.03873240357918372
Pneumonia,Stable angina,E_91,11,0.03670662810782723
Pneumonia,Stable angina,E_105,12,0.033828601944878856
Myocarditis,Pulmonary embolism,E_151,1,0.05619576953154197
Myocarditis,Pulmonary embolism,E_152,2,0.05529198773750895
Myocarditis,Pulmonary embolism,E_196,3,0.0294141592724124
Myocarditis,Pulmonary embolism,E_220,4,0.0231350408568219
Myocarditis,Pulmonary embolism,E_45,5,0.02267117924217823
Myocarditis,Pulmonary embolism,E_218,6,0.020321247103922906
Myocarditis,Pulmonary embolism,E_155,7,0.01780382831481015
Myocarditis,Pulmonary embolism,E_0,8,0.01681027505845197
Myocarditis,Pulmonary embolism,E_217,9,0.016549067323772912
Myocarditis,Pulmonary embolism,E_159,10,0.012845601483346103
Myocarditis,Pulmonary embolism,E_109,11,0.012196154129040387
Myocarditis,Pulmonary embolism,E_175,12,0.012059931961589622
Acute otitis media,URTI,E_97,1,0.03141022436478803
Acute otitis media,URTI,E_79,2,0.030504171490267108
Acute otitis media,URTI,E_48,3,0.02828777528377335
Acute otitis media,URTI,E_50,4,0.02654960888289683
Acute otitis media,URTI,E_41,5,0.025431225019400466
Acute otitis media,URTI,E_49,6,0.022349871454930788
Acute otitis media,URTI,E_144,7,0.019942297435693104
Acute otitis media,URTI,E_222,8,0.018771149406984333
Acute otitis media,URTI,E_77,9,0.013879505246657594
Acute otitis media,URTI,E_209,10,0.010594717161206286
Acute otitis media,URTI,E_114,11,0.004751573693055299
Acute otitis media,URTI,E_1,12,0.0047255850296332915
Cluster headache,Pneumonia,E_129,1,0.09901210430577699
Cluster headache,Pneumonia,E_130,2,0.0816416740754077
Cluster headache,Pneumonia,E_133,3,0.07933193654907372
Cluster headache,Pneumonia,E_136,4,0.07463779519740966
Cluster headache,Pneumonia,E_135,5,0.06561868796536234
Cluster headache,Pneumonia,E_131,6,0.0639110465450556
Cluster headache,Pneumonia,E_134,7,0.06320912812695005
Cluster headache,Pneumonia,E_132,8,0.06215338082551809
Cluster headache,Pneumonia,E_201,9,0.058601882169062376
Cluster headache,Pneumonia,E_77,10,0.038736610310786714
Cluster headache,Pneumonia,E_91,11,0.03671199406310299
Cluster headache,Pneumonia,E_79,12,0.03558895607510905
Acute pulmonary edema,Chagas,E_151,1,0.07483805960521078
Acute pulmonary edema,Chagas,E_106,2,0.03407486391938503
Acute pulmonary edema,Chagas,E_105,3,0.033656553326740384
Acute pulmonary edema,Chagas,E_91,4,0.030068493596324103
Acute pulmonary edema,Chagas,E_104,5,0.027918063087578722
Acute pulmonary edema,Chagas,E_218,6,0.02587455427871396
Acute pulmonary edema,Chagas,E_50,7,0.0231168822213876
Acute pulmonary edema,Chagas,E_217,8,0.02201838867415223
Acute pulmonary edema,Chagas,E_148,9,0.01920151507257233
Acute pulmonary edema,Chagas,E_51,10,0.014106243755655428
Acute pulmonary edema,Chagas,E_5,11,0.011213537897813344
Acute pulmonary edema,Chagas,E_9,12,0.011114888090201338
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_124,1,0.06564207751694093
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_79,2,0.05127275221547047
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_123,3,0.03195112403015312
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_77,4,0.02959381486762008
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_226,5,0.027873754641751933
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_125,6,0.024858177992545288
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_116,7,0.023658569651978687
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_222,8,0.018451479097097403
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_31,9,0.011353281764590434
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_87,10,0.010149920204114222
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_46,11,0.009611908729413931
Acute COPD exacerbation / infection,Bronchospasm / acute asthma exacerbation,E_207,12,0.008786974431352422
Acute pulmonary edema,Unstable angina,E_151,1,0.07486949385837338
Acute pulmonary edema,Unstable angina,E_152,2,0.055919580692886814
Acute pulmonary edema,Unstable angina,E_79,3,0.04114514295675142
Acute pulmonary edema,Unstable angina,E_106,4,0.03409290491917246
Acute pulmonary edema,Unstable angina,E_69,5,0.030279438237330324
Acute pulmonary edema,Unstable angina,E_70,6,0.029733636314440436
Acute pulmonary edema,Unstable angina,E_78,7,0.024347827473640813
Acute pulmonary edema,Unstable angina,E_217,8,0.022033966603435987
Acute pulmonary edema,Unstable angina,E_225,9,0.01907505051179796
Acute pulmonary edema,Unstable angina,E_148,10,0.01865471114025357
Acute pulmonary edema,Unstable angina,E_71,11,0.01705749836380846
Acute pulmonary edema,Unstable angina,E_89,12,0.016521384708944563
Atrial fibrillation,Bronchiolitis,E_55,1,0.17634198608667542
Atrial fibrillation,Bronchiolitis,E_181,2,0.07552827916853974
Atrial fibrillation,Bronchiolitis,E_91,3,0.07155979748396385
Atrial fibrillation,Bronchiolitis,E_133,4,0.05503663413362718
Atrial fibrillation,Bronchiolitis,E_57,5,0.04795804977311031
Atrial fibrillation,Bronchiolitis,E_54,6,0.037227003680897666
Atrial fibrillation,Bronchiolitis,E_201,7,0.03255489055345306
Atrial fibrillation,Bronchiolitis,E_155,8,0.026770046096980672
Atrial fibrillation,Bronchiolitis,E_104,9,0.026526342804872177
Atrial fibrillation,Bronchiolitis,E_105,10,0.026455923039873246
Atrial fibrillation,Bronchiolitis,E_214,11,0.024936143505544368
Atrial fibrillation,Bronchiolitis,E_70,12,0.022945651831033767
Bronchiolitis,Guillain-Barré syndrome,E_55,1,0.18134000844776688
Bronchiolitis,Guillain-Barré syndrome,E_181,2,0.07553038888178538
Bronchiolitis,Guillain-Barré syndrome,E_91,3,0.07156184986695319
Bronchiolitis,Guillain-Barré syndrome,E_133,4,0.05603506320133626
Bronchiolitis,Guillain-Barré syndrome,E_57,5,0.04823862349849429
Bronchiolitis,Guillain-Barré syndrome,E_54,6,0.037367709860453645
Bronchiolitis,Guillain-Barré syndrome,E_201,7,0.03255714052231341
Bronchiolitis,Guillain-Barré syndrome,E_214,8,0.024937399871071412
Bronchiolitis,Guillain-Barré syndrome,E_48,9,0.02001861343613613
Bronchiolitis,Guillain-Barré syndrome,E_0,10,0.015480901976795306
Bronchiolitis,Guillain-Barré syndrome,E_157,11,0.014589833242835998
Bronchiolitis,Guillain-Barré syndrome,E_66,12,0.013503634875535754
Acute dystonic reactions,Myasthenia gravis,E_62,1,0.016435598453958446
Acute dystonic reactions,Myasthenia gravis,E_65,2,0.013984749747212307
Acute dystonic reactions,Myasthenia gravis,E_84,3,0.011065485485915074
Acute dystonic reactions,Myasthenia gravis,E_15,4,0.009176509199763061
Acute dystonic reactions,Myasthenia gravis,E_147,5,0.009106939587750938
Acute dystonic reactions,Myasthenia gravis,E_52,6,0.008243538506255206
Acute dystonic reactions,Myasthenia gravis,E_63,7,0.008191109799251937
Acute dystonic reactions,Myasthenia gravis,E_193,8,0.007806136784536208
Acute dystonic reactions,Myasthenia gravis,E_168,9,0.007672924521161157
Acute dystonic reactions,Myasthenia gravis,E_192,10,0.007648582909454407
Acute dystonic reactions,Myasthenia gravis,E_205,11,0.0076474253085275536
Acute dystonic reactions,Myasthenia gravis,E_176,12,0.007554807668049503
Anaphylaxis,Panic attack,E_129,1,0.1019713046679414
Anaphylaxis,Panic attack,E_133,2,0.08172781179775973
Anaphylaxis,Panic attack,E_130,3,0.08164947158055819
Anaphylaxis,Panic attack,E_136,4,0.07464667837984022
Anaphylaxis,Panic attack,E_151,5,0.07310304438110206
Anaphylaxis,Panic attack,E_135,6,0.06562418368775996
Anaphylaxis,Panic attack,E_131,7,0.06391639924839122
Anaphylaxis,Panic attack,E_134,8,0.06321615583105768
Anaphylaxis,Panic attack,E_132,9,0.06216004763472771
Anaphylaxis,Panic attack,E_152,10,0.05605235012419607
Anaphylaxis,Panic attack,E_124,11,0.03073519952093382
Anaphylaxis,Panic attack,E_155,12,0.027167390210749785
Pericarditis,Spontaneous pneumothorax,E_79,1,0.04936849056766053
Pericarditis,Spontaneous pneumothorax,E_217,2,0.019826183731857367
Pericarditis,Spontaneous pneumothorax,E_123,3,0.019252986681762438
Pericarditis,Spontaneous pneumothorax,E_155,4,0.01883635888152398
Pericarditis,Spontaneous pneumothorax,E_0,5,0.01812186906840034
Pericarditis,Spontaneous pneumothorax,E_218,6,0.017022647686614278
Pericarditis,Spontaneous pneumothorax,E_3,7,0.01646975889279693
Pericarditis,Spontaneous pneumothorax,E_21,8,0.007290167260203986
Pericarditis,Spontaneous pneumothorax,E_14,9,0.006804780019746972
Pericarditis,Spontaneous pneumothorax,E_165,10,0.0037275762931257496
Pericarditis,Spontaneous pneumothorax,E_220,11,0.002292400859339196
Pericarditis,Spontaneous pneumothorax,E_133,12,0.0008704639971348179
Bronchiolitis,Pancreatic neoplasm,E_54,1,0.11901146368389523
Bronchiolitis,Pancreatic neoplasm,E_53,2,0.11201946954285302
Bronchiolitis,Pancreatic neoplasm,E_59,3,0.09612655399751517
Bronchiolitis,Pancreatic neoplasm,E_56,4,0.09039534866135807
Bronchiolitis,Pancreatic neoplasm,E_58,5,0.08859921873492684
Bronchiolitis,Pancreatic neoplasm,E_130,6,0.08087210688447613
Bronchiolitis,Pancreatic neoplasm,E_181,7,0.07552524724795864
Bronchiolitis,Pancreatic neoplasm,E_136,8,0.07314159330347951
Bronchiolitis,Pancreatic neoplasm,E_66,9,0.07282973299055819
Bronchiolitis,Pancreatic neoplasm,E_91,10,0.0715568479982675
